record_id,field,original_text,word_count,emotion_positive_amplitude,emotion_neutral_amplitude,emotion_negative_amplitude,reform_positive_amplitude,reform_reactive_amplitude,reform_superficial_amplitude,positive_emotion_intensity,negative_emotion_intensity,active_voice_bonus,future_tense_bonus,context_type,reform_word_count,frame_competition,emotion_frame_strength,reform_frame_strength,frame_entanglement,von_neumann_entropy,semantic_interference,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,quantum_frames_enabled,analysis_version
820,影片描述,民進黨助理涉機密外洩赴中 澳門行引爆國安關切】 民進黨近期接連爆出涉及敏感資料外洩的案件。立法院前院長游錫堃的前任辦公室助理盛礎纓，因涉嫌將機密資訊提供中國，已被台北地檢署傳喚，並以新台幣20萬元交保...,1770,0.0,1.0,0.0,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.0,0.0,0.05,crisis_response,1,0.8379197323308494,0.27619834442986513,0.20087152322172003,0.011684310021574693,0.8379197323308495,0.0004882812500000005,0.45531437730733976,0.17342610147695725,0.5638666816544518,2,7,6,True,quantum_frames_v1.0
821,影片描述,立法院今早審查國會擴遷案時爆出綠營內鬥火花。民進黨甲級動員清晨進場，卻因韓國瑜發聲明幫秘書長周萬來請假，綠委撲空怒擺「尋人啟事」抗議。總召柯建銘隨即霸台發言90分鐘，細數從政歷程，期間多位綠委打瞌睡、...,1858,0.0,0.1871121078899951,0.9823385664224749,0.33,0.33,0.34,0.0,0.8400000000000001,0.0,0.05,public_pressure,0,0.7156326297876628,0.15516302961054443,0.29373697038945573,0.006222765547221377,0.7156326297876631,0.000976562500000001,0.37654602066506515,0.3982379087311433,0.4993618895659404,2,8,6,True,quantum_frames_v1.0
822,影片描述,台北醫學大學附設醫院爆出嚴重醫療疏失，一名38歲女性患者原本只簽署同意左側卵巢與輸卵管切除，醫師卻未經進一步知會，連右側也一併切除，導致患者喪失生育功能，引發社會譁然。 醫界專家表示，手術過程若有任何...,2163,0.0,0.31622776601683794,0.9486832980505138,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.75,0.0,0.1,crisis_response,1,0.7411910637523937,0.20473704725446062,0.2723328203971246,0.005509407451864954,0.7411910637523936,0.000976562500000001,0.5067693942509575,0.3759929164764112,0.5164219365467719,2,8,6,True,quantum_frames_v1.0
823,影片描述,新加坡兩名青少年因極端思想被《內部安全法》處分。15歲女學生支持ISIS，曾表示想嫁給戰士並赴敘利亞參戰，為新國首起女性青少年涉恐案例。另有17歲男生擁抱極右思想，策劃攻擊清真寺，揚言殺害百名穆斯林，...,1637,0.9923724144716122,0.12327607633187727,0.0,0.2,0.4,0.4,0.875,0.0,0.1,0.05,normal,1,0.6534306558927172,0.0736475584741318,0.04909837231608785,0.007894978751646072,0.6534306558927175,0.0009765625000000009,0.4716652311070869,0.39713362055436646,0.5122787850015325,2,8,6,True,quantum_frames_v1.0
824,影片描述,美國總統川普宣布對台灣課徵32%對等關稅，引發台灣朝野政壇震動。行政院表示該稅率與台美經貿實情不符，將與美方嚴正交涉。民進黨團呼籲朝野團結、以「台灣優先」為原則面對外部挑戰。 國民黨與民眾黨則質疑，民...,2573,0.7974522228289,0.07974522228289001,0.598089167121675,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.8,0.75,0.1,0.15000000000000002,crisis_response,1,0.8425622130603021,0.07262407259063586,0.07726702835398604,0.0034737906806999786,0.8425622130603024,1.5418831139244443e-33,0.6370248852241209,0.18524933795241044,0.605827700859354,2,8,6,True,quantum_frames_v1.0
825,影片描述,台鐵公司為悼念0402太魯閣號事故罹難者，於花蓮和仁、清水、崇德三處隧道設置「紀念之光」，總經費高達8138萬元，每年僅於4月2日至6日亮燈。此舉引發網友與名人批評，認為資源應用錯誤，要求將預算用於安...,1485,0.7435921658846938,0.08666575359961465,0.6629930150370521,0.42748091603053434,0.30788804071246817,0.26463104325699743,0.78,0.765,0.0,0.1,public_pressure,2,0.8904700179024252,0.1361261030561659,0.1854774493146731,0.0028503735044065367,0.8904700179024256,1.4096612665725931e-33,0.65618800716097,0.18401919033268832,0.6081395190882782,2,8,6,True,quantum_frames_v1.0
826,影片描述,台北一間連鎖漢堡店的前店長鄭凱元，被控對未成年女工讀生性騷擾並偷拍如廁畫面。雖已和解並獲緩起訴，台北市社會局仍依《兒少法》公布其姓名，引發社會關注。民眾質疑：這樣的法律處置是否足以保護弱勢？ 🔖 #偷...,1431,0.0,0.3546542341205386,0.9349975263177834,0.33,0.33,0.34,0.0,0.725,0.0,0.05,normal,0,0.8079636777793285,0.16196347533950317,0.286936524660497,0.00412920874822123,0.8079636777793286,0.0009765625000000007,0.4134784398617315,0.38115733992997636,0.5468875027075649,2,8,6,True,quantum_frames_v1.0
827,影片描述,美國總統川普日前宣布對台灣實施32%關稅，引發政經震撼。外界關注我方應對策略之際，總統賴清德卻在屏東音樂祭影片中高舉「至少我們還有音樂」毛巾，副總統蕭美琴則在清明節發文問網友「潤餅都包什麼？」遭網友灌...,2152,0.0,0.27146016502180614,0.9624496759864037,0.33,0.33,0.34,0.0,0.78,0.0,0.05,proactive_planning,0,0.7658338101402129,0.15802002894390516,0.290879971056095,0.005034221331149995,0.765833810140213,0.0009765625000000009,0.3966264928060852,0.3896838726936176,0.5250338796088876,2,8,6,True,quantum_frames_v1.0
828,影片描述,美國發動全球關稅戰，柬埔寨被課徵49%高關稅，台商苦撐不住，預估當地中小企業至少一半將倒閉。設廠超過十年的冠德科技坦言：「快倒一片」。隨著外資撤離、土地暴跌，當地政府難以招架。 台灣傳產也同樣陷入風暴...,1884,0.0,0.1737853339090477,0.9847835588179368,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.85,0.0,0.15000000000000002,crisis_response,1,0.658743099926816,0.2020177293660656,0.2750521382855197,0.007778033071936438,0.6587430999268162,0.000976562500000001,0.4737902087207264,0.39063763652133143,0.4746540910563042,2,8,6,True,quantum_frames_v1.0
829,影片描述,一名通過三等高考的女性公務人員，在試用期內被主管認定不適任，遭縣府依法解職。據傳其不僅文書處理能力嚴重不足，連 Word 基本操作也無法完成，更被列出多次遲到早退、拒絕交辦事項、在辦公室走路過慢等紀錄...,1514,0.0,0.3314859950125599,0.9434601396511318,0.33,0.33,0.34,0.0,0.74,0.0,0.1,crisis_response,0,0.7969324700349969,0.16074783785939434,0.2881521621406059,0.004354880672379088,0.7969324700349971,0.000976562500000001,0.4090659567639988,0.3835639343431889,0.5411287713393774,2,8,6,True,quantum_frames_v1.0
830,影片描述,原訂於2025年4月8日舉行的中華女足國際邀請賽，因場地草皮狀況未達標準，紐西蘭隊考量球員安全，決定取消比賽。這是中華女足睽違5年首度主場迎戰世界級對手，賽事取消引發社會關注。 中華足協表示，已於賽前...,926,0.8095189820721935,0.08302758790484036,0.5811931153338824,0.3,0.4000000000000001,0.3,0.75,0.7,0.1,0.2,proactive_planning,1,0.8833806218842649,0.10552710611057463,0.12018833819209901,0.002903783903412146,0.8833806218842651,1.4080483241922795e-33,0.653352248753706,0.19312801632855908,0.6176526433037128,2,8,6,True,quantum_frames_v1.0
831,影片描述,2025年4月7日，行政院召開朝野協商會議，針對美國總統川普祭出台灣32%對等關稅進行因應討論。不料會議尚未開始，民進黨總召柯建銘因不滿國民黨總召傅崐萁坐在主賓位，當場出言怒嗆，甚至出手推人，導致現場...,1239,0.0,0.1737853339090477,0.9847835588179368,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.85,0.1,0.05,crisis_response,1,0.658743099926816,0.2020177293660656,0.2750521382855197,0.007778033071936438,0.6587430999268162,0.000976562500000001,0.4737902087207264,0.39063763652133143,0.4746540910563042,2,8,6,True,quantum_frames_v1.0
832,影片描述,日本女星廣末涼子驚傳捲入暴力事件。她於4月7日在靜岡新東名高速發生車禍，送醫過程中，疑似情緒失控，腳踢一名37歲女護理師並造成輕傷。警方以現行犯將她逮捕，消息震驚演藝圈。 廣末所屬公司「R.H」已證實...,1203,0.0,0.31622776601683794,0.9486832980505138,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.75,0.0,0.1,crisis_response,1,0.7411910637523937,0.20473704725446062,0.2723328203971246,0.005509407451864954,0.7411910637523936,0.000976562500000001,0.5067693942509575,0.3759929164764112,0.5164219365467719,2,8,6,True,quantum_frames_v1.0
833,影片描述,內政部移民署近日通知在台定居之陸籍配偶，若尚未繳交「喪失原籍證明」（經海基會驗證），須於三個月內補件，否則將撤銷定居許可與戶籍登記。此舉依據《兩岸人民關係條例》規定，為防止雙重戶籍情形。 部分已在台灣...,1185,0.0,0.31622776601683794,0.9486832980505138,0.14285714285714288,0.39285714285714285,0.46428571428571425,0.0,0.75,0.0,0.1,public_pressure,1,0.7493608104894542,0.2435256208450611,0.276882542420245,0.005377403855235703,0.7493608104894542,0.0009765625000000009,0.5100372929457817,0.3775608640255087,0.5195968655106782,2,8,6,True,quantum_frames_v1.0
834,影片描述,北捷外包清潔員近日揭露多年勞動卻年資「年年歸零」的狀況，引發社會譁然。多位清潔人員表示，他們在同一職場服務長達十年以上，卻因為外包廠商定期更換，每次轉換合約就被視為「新人」，導致特休天數長期無法累計，...,1382,0.0,0.2569011563432516,0.9664376833865183,0.14285714285714288,0.39285714285714285,0.46428571428571425,0.0,0.79,0.0,0.15000000000000002,public_pressure,1,0.7177191069671044,0.24286565462630288,0.27754250863900326,0.006193610475034058,0.7177191069671045,0.000976562500000001,0.49738061153684177,0.3836406266309379,0.5036440205057516,2,8,6,True,quantum_frames_v1.0
835,影片描述,在台灣，性侵害案件中，受害者的行為和心理狀態常被誤解，導致定罪困難。​心理學者指出，受害者在權勢不對等的情境下，可能出現「斯德哥爾摩症候群」，對加害者產生情感依附，甚至為其辯護。​這種心理反應常被誤解...,1955,0.0,0.31622776601683794,0.9486832980505138,0.4516129032258064,0.41935483870967744,0.12903225806451613,0.0,0.75,0.0,0.0,crisis_response,2,0.7442720678077546,0.053209591766657176,0.26520872248932614,0.005449812748915955,0.7442720678077543,0.0009765625000000013,0.5080017958731018,0.3765793199360089,0.5193872581560119,2,8,6,True,quantum_frames_v1.0
836,影片描述,在美國前總統川普拋出對台灣商品課徵最高32%「關稅核彈」之際，總統府副秘書長張惇涵指出，過去在野黨刪減中小企業支持與外交旅費預算，導致政府難以第一時間應對。 張惇涵表示，國民黨與民眾黨去年合力刪減中小...,1450,0.7238443584771292,0.0877387101184399,0.6843619389238312,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.75,0.78,0.0,0.1,crisis_response,1,0.8526987108176076,0.08480306326985362,0.09528787860456528,0.00333962944561443,0.8526987108176076,1.4784741733137312e-33,0.6410794843270431,0.18120955688632875,0.6072917796878907,2,8,6,True,quantum_frames_v1.0
837,影片描述,台灣大學文學院近日爆出學術倫理重大爭議。一名邱姓助理教授為得知自身升等審查結果，竟在會議室水槽下方安裝攝影機，偷錄審查委員的討論過程。此舉引發校內譁然，最終遭解聘並被依《妨害秘密罪》起訴。此案掀起學術...,700,0.0,0.2911616157826961,0.9566738804288584,0.33,0.33,0.34,0.0,0.7666666666666666,0.0,0.05,crisis_response,0,0.7764456624360343,0.15884971042415544,0.2900502895758447,0.0047960165698568025,0.7764456624360344,0.000976562500000001,0.4008712337244138,0.3876871407721353,0.5305057420528483,2,8,6,True,quantum_frames_v1.0
838,影片描述,美國總統川普於4月9日宣布，對包括歐洲與亞洲在內的75國，關稅暫緩實施90天，期間僅課徵10%對等關稅；但對中國關稅則立即調升至125%。此舉震撼全球，也意外讓日前預言「關稅頂多10%」的民進黨立法院...,1250,0.0,0.2425356250363329,0.9701425001453319,0.2,0.4,0.4,0.0,0.8,0.0,0.05,normal,1,0.7313475151218451,0.19486631998604811,0.28513368001395184,0.0058718580453303165,0.7313475151218451,0.000976562500000001,0.5028319747987381,0.38920543204703417,0.5089399903081322,2,8,6,True,quantum_frames_v1.0
839,影片描述,美國總統川普簽署行政命令，自5月2日起，取消來自中國（含香港）之價值800美元以下小額包裹的免稅優惠，改為全面課徵90%關稅。該政策衝擊全球電商與物流業，台灣財政部也正評估相關因應措施。 財政部表示，...,1670,0.0,0.31622776601683794,0.9486832980505138,0.33599999999999997,0.44799999999999995,0.21600000000000003,0.0,0.75,0.0,0.1,proactive_planning,3,0.771623083159826,0.08985356461905625,0.2766744353809437,0.004949776721682785,0.7716230831598261,0.000976562500000001,0.5189422020139304,0.38179950499280657,0.5307696232537243,2,8,6,True,quantum_frames_v1.0
840,影片描述,因應美國關稅新政，台美雙方於4月11日展開正式對談。總統賴清德赴台中與機械器具產業座談，強調台灣已被列入首波15個優先談判國，政府將強力應對中國透過台灣「洗產地」的美方疑慮，並積極提出對美採購與投資計...,932,0.0,0.2144072948426087,0.9767443431718837,0.33,0.33,0.34,0.0,0.82,0.1,0.05,public_pressure,0,0.7327687517675838,0.15596662859204527,0.2929333714079547,0.005808447471779665,0.7327687517675837,0.000976562500000001,0.38340046945703354,0.3954579740894066,0.5080906703522009,2,8,6,True,quantum_frames_v1.0
841,影片描述,台中市近日街頭傳出大半夜有戰車在路上拋錨，軍方事後出動救濟車將故障戰車拖走，引發民眾熱議。軍方說明此為例行性演訓，非突發狀況，請民眾放心。 Hashtags： #台中戰車 #軍演誤會 #十軍團澄清 E...,1174,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
842,影片描述,近日網路流傳中國高層家族成員薄瓜瓜與台灣醫界背景女性訂婚的消息，並衍生出羅東博愛醫院涉入非法器官移植的謠言。對此，羅東博愛醫院於4月13日發表聲明，強調該院未具器官移植資格，從未涉入相關業務，並保留法...,1888,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,public_pressure,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
843,影片描述,台灣網球選手吳東霖近日在社群媒體發表千字文，指出2023年的精英選手補助款至今未入帳，並質疑網協的「黃金計畫」選訓制度不透明。體育署長鄭世忠回應，補助款將於下週撥付，並表示黃金計畫的進退場規定已修正補...,1505,0.0,1.0,0.0,0.4666666666666666,0.3333333333333333,0.19999999999999998,0.0,0.0,0.0,0.05,normal,3,0.8790051869706488,0.28444444444444456,0.07111111111111114,0.010881462191358032,0.8790051869706491,0.0004882812500000002,0.47174855916325953,0.1812417684898088,0.5827601889714357,2,7,6,True,quantum_frames_v1.0
844,影片描述,"罷免傅崐萁行動爆發格式錯誤風波，約4,000份連署書被發現不符標準。主辦團體「微光花蓮」與民進黨立委沈伯洋已展開全面重簽，呼籲民眾在連署書背面以鉛筆打勾或留電話標註。罷免行動原已收集17,000份連署...",1389,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,crisis_response,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
845,影片描述,在美中關稅戰升溫的背景下，高雄市長陳其邁呼籲中央銀行「調降存款準備率」，以紓困企業、增加資金流動。行政院長卓榮泰表示，此為近期第三次聽聞該建議，將與央行研議可行性。然而此舉也引發在野立委與財經學者關切...,2369,0.0,0.31622776601683794,0.9486832980505138,0.3,0.4000000000000001,0.3,0.0,0.75,0.0,0.15000000000000002,proactive_planning,1,0.7851457029347866,0.13462120592751367,0.2853787940724864,0.00462424497696526,0.7851457029347866,0.000976562500000001,0.5243512499239147,0.3843412630754399,0.5357900614028961,2,8,6,True,quantum_frames_v1.0
846,影片描述,"輝達攜手台廠打造AI超級電腦 4年內美國投資上看16兆 AI晶片大廠輝達（NVIDIA）宣布，將首度與台積電、鴻海、緯創、矽品及美國Amkor合作，在美國本土打造AI超級電腦工廠，總投資高達5,000...",1854,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
847,影片描述,貴婦奈奈潛逃加國7年 擬返台投案 涉嫌吸金逾十億元並遭法院通緝的「貴婦奈奈」蘇陳端，潛逃加拿大七年後，近日傳出主動寫信給台灣檢調單位，表示願意返台接受司法調查。據悉，她在信中交代當年吸金案細節與逃亡過...,1981,0.0,0.39391929857916774,0.9191450300180579,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.7,0.1,0.05,crisis_response,2,0.7772452149042325,0.20696207108933976,0.2701077965622455,0.004655545302539133,0.7772452149042326,0.000976562500000001,0.521191054711693,0.36777681563211606,0.5348940168896672,2,8,6,True,quantum_frames_v1.0
848,影片描述,國軍再爆共諜案，涉案人員來自憲兵隊、海軍飛彈快艇部隊與總統府侍衛室。據檢調調查，7名現役軍人疑遭中共滲透，部分拍攝揮舞五星旗、宣誓效忠中國的投降影片，部分則偷拍演訓機密，包括賴清德總統官邸維安情報。吸...,1905,0.0,0.20750420835506334,0.9782341251024412,0.33,0.33,0.34,0.0,0.825,0.0,0.0,crisis_response,0,0.7285200471461419,0.15575262439728466,0.29314737560271553,0.005910578247804909,0.728520047146142,0.000976562500000001,0.38170098760845683,0.3961592985531308,0.5059235172025279,2,8,6,True,quantum_frames_v1.0
849,影片描述,美國擬取消稻米進口關稅，引發台灣稻農強烈反彈。以《無米樂》聞名的台南後壁，農民表示每公斤成本逾40元，難以與每公斤8元的美國米競爭。即便政府提出補貼方案，許多農民擔憂補助落入地主手中，真正種田者未必受...,1523,0.0,0.1737853339090477,0.9847835588179368,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.85,0.0,0.0,crisis_response,1,0.658743099926816,0.2020177293660656,0.2750521382855197,0.007778033071936438,0.6587430999268162,0.000976562500000001,0.4737902087207264,0.39063763652133143,0.4746540910563042,2,8,6,True,quantum_frames_v1.0
850,影片描述,百萬YouTuber劉沛近日因一則Threads貼文引發爭議，他在文中抱怨遭遇插隊事件，卻以「是不是比較老的女人很愛插隊？」做出發言，迅速被網友批評帶有性別與年齡歧視。劉沛事後刪文並公開致歉，承認言語...,1995,0.0,0.27146016502180614,0.9624496759864037,0.33,0.33,0.34,0.0,0.78,0.0,0.05,crisis_response,0,0.7658338101402129,0.15802002894390516,0.290879971056095,0.005034221331149995,0.765833810140213,0.0009765625000000009,0.3966264928060852,0.3896838726936176,0.5250338796088876,2,8,6,True,quantum_frames_v1.0
851,影片描述,民進黨今日召開記者會，對近日發生的死亡威脅事件表達最嚴厲的譴責。​發言人指出，任何形式的暴力行為都無法被容忍，並呼籲相關單位徹查此事，還社會一個公道。​ 此外，對於近期在公共討論中再次提及「小燈泡案」...,1514,0.0,0.10805918076841921,0.9941444630694566,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.92,0.1,0.1,crisis_response,1,0.6119281387331134,0.2013126022051648,0.27575726544642043,0.00912474974899997,0.6119281387331135,0.0009765625000000009,0.45506422424324533,0.40294800262112274,0.45110558502727266,2,8,6,True,quantum_frames_v1.0
852,影片描述,台灣爆出罷免案「死人連署」爭議，台北地檢署17日指揮調查局搜索國民黨北市黨部等6處，並將主委黃呂錦茹等4名黨務幹部聲押禁見，罪嫌包括偽造文書與違反個資法。此案涉及民進黨立委吳沛憶與吳思瑤罷免提案，檢調...,1595,0.0,0.21163977818256238,0.9773477396970005,0.33,0.33,0.34,0.0,0.8219999999999998,0.0,0.05,crisis_response,0,0.7310721479522144,0.15587995188800532,0.2930200481119948,0.005849175718804478,0.7310721479522145,0.000976562500000001,0.3827218279308858,0.3957390174498451,0.5072250331037084,2,8,6,True,quantum_frames_v1.0
853,影片描述,台北地方法院於17日對立法院暴力事件作出一審判決，認定民進黨立委邱議瑩在國會審議改革法案時以扇子搧打國民黨立委羅智強，應賠償新台幣20萬元。羅智強強調「不向暴力妥協」，邱議瑩則表示將提起上訴，雙方互不...,1783,0.0,0.1737853339090477,0.9847835588179368,0.27053140096618356,0.4396135265700483,0.2898550724637681,0.0,0.85,0.0,0.1,crisis_response,2,0.696033802761198,0.12110251818861234,0.2876818175018356,0.006830818301804541,0.696033802761198,0.0009765625000000009,0.4887064898544792,0.3976221697031419,0.4907735066302319,2,8,6,True,quantum_frames_v1.0
854,影片描述,美國總統川普18日首次公開對俄烏雙方發出強硬警告，表示若其中一方持續不願妥協，美國將可能「放手不管」，不再致力促成停戰。他指出：「你們是愚蠢的人，是可怕的人，我們就不管了。」但他也強調，「我們希望不需...,2095,0.9909118399241782,0.13451291944672103,0.0,0.2,0.4,0.4,0.85,0.0,0.1,0.2,normal,2,0.6616402515831131,0.07396304257637752,0.04930869505091836,0.007680868631863406,0.6616402515831133,0.0009765625000000007,0.4749490693832452,0.3911684846325544,0.5163204860262812,2,8,6,True,quantum_frames_v1.0
855,影片描述,苗栗頭份市18日凌晨發生家暴案件，一名蔡姓男子持雙刀挾持同居女友，警方勸導無效後，開兩槍擊斃嫌犯，成功保護人質。然而，執法警員吳姓員警卻遭檢方以過失致死罪嫌偵辦，交保3萬元。此舉引發基層警界強烈不滿，...,1628,0.7728690222145705,0.07806757800147178,0.6297451292118722,0.33,0.33,0.34,0.9,0.8066666666666666,0.0,0.1,crisis_response,0,0.8957030733661872,0.12509230869968277,0.1477481280398381,0.0027354112649189246,0.8957030733661873,1.6183131391356833e-33,0.5382812293464749,0.2085083203056969,0.618301911075126,2,8,6,True,quantum_frames_v1.0
856,影片描述,南投合歡山近日展開大規模淨山行動，由林務局、地方政府與志工團體聯合發起，清理出超過900公斤垃圾，包括塑膠瓶、泡麵碗、帳篷與濕紙巾。林務局呼籲民眾落實「無痕山林」原則，尊重自然、攜垃圾下山。 🇺🇸 E...,1175,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,public_pressure,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
857,影片描述,前總統陳水扁睽違17年，再度於公開場合發表演說。他出席「民間力量論壇」活動時強調，民主政治的根本在於包容與尊重，不應因立場不同，就將他人貼上「某某同路人」標籤。他表示：「我們要捍衛的不只是言論自由，更...,1302,0.0,1.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.15000000000000002,normal,1,0.8879430945950526,0.28800000000000003,0.19200000000000006,0.010515437500000004,0.8879430945950529,0.0004882812500000004,0.47532372221302105,0.18284633766901054,0.5865180316725265,2,7,6,True,quantum_frames_v1.0
858,影片描述,高雄鼓山區知名日式飯糰店「樋口飯糰」近日爆出租約爭議。60歲日籍老闆樋口功與台籍妻子返台定居，在青海路開設小店，用心製作家鄉飯糰，深受在地歡迎。不料房東疑眼紅生意太好，意圖收回店面，房租翻倍調漲，甚至...,1766,0.7602721460227483,0.0851845541762183,0.6439952295722103,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.85,0.756,0.0,0.05,crisis_response,2,0.8495326814602133,0.07881791376429277,0.08632743229654956,0.003379975395151181,0.8495326814602133,1.3637480802214962e-33,0.6398130725840854,0.19979652398961825,0.6075008542707967,2,8,6,True,quantum_frames_v1.0
859,影片描述,外交部長林佳龍20日在立法院證實，台灣護照申請量激增，恐在今年出現20萬本護照短缺，目前安全存量預計將於10月用罄。他呼籲民眾如有出國需求，應儘早申辦護照。 近年因疫情趨緩與出國潮湧現，外交部預估20...,1045,0.0,0.24253562503633308,0.9701425001453319,0.33,0.33,0.34,0.0,0.7999999999999999,0.0,0.1,crisis_response,0,0.7495159484690023,0.15691497013912348,0.2919850298608767,0.0054110865961995835,0.7495159484690022,0.000976562500000001,0.39009934813760094,0.39260873299190024,0.5166539370123258,2,8,6,True,quantum_frames_v1.0
860,影片描述,美國總統川普近日在Truth Social上批評聯準會主席鮑爾行動遲緩，直呼他是「大魯蛇」、「太慢先生」，並要求聯準會立即降息。川普強調通膨已消退，應該盡快行動以防經濟放緩。市場對聯準會獨立性產生疑慮...,1066,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,public_pressure,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
861,影片描述,紐西蘭鮮乳自今年起以零關稅進口台灣，原應帶來價格優惠，但市售價格卻高達每公升120元，引發民眾質疑「到底便宜在哪裡？」乳業協會表示「消費者沒聲音，政府自然無反應」，引爆網友怒火。 根據統計，紐國鮮乳在...,2207,0.0,0.31622776601683794,0.9486832980505138,0.14285714285714288,0.39285714285714285,0.46428571428571425,0.0,0.75,0.0,0.1,public_pressure,2,0.7493608104894542,0.2435256208450611,0.276882542420245,0.005377403855235703,0.7493608104894542,0.0009765625000000009,0.5100372929457817,0.3775608640255087,0.5195968655106782,2,8,6,True,quantum_frames_v1.0
862,影片描述,連一鮑魚創辦人鍾文智因炒作台灣存託憑證（TDR），獲利4.4億元遭判刑30年5月，3月判決定讞後潛逃。北檢22日發動搜索行動，拘提其妹妹、姪女與兩名友人，懷疑協助藏匿。四人分別交保3至50萬元不等。鍾...,1161,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.0,normal,0,0.7495159484690023,0.15691497013912345,0.29198502986087665,0.005411086596199583,0.749515948469002,0.000976562500000001,0.39009934813760094,0.39260873299190024,0.5166539370123258,2,8,6,True,quantum_frames_v1.0
863,影片描述,114年度中央政府預算遭在野黨大幅凍結，但文化部一封內部信件流出，內容提醒同仁「勿讓報告看起來早就寫好」，並要求「適時更新數據」，引發行政單位是否早備報告、刻意延遲送件的疑慮。 國民黨立委牛煦庭公開信...,1567,0.0,0.2911616157826961,0.9566738804288584,0.33,0.33,0.34,0.0,0.7666666666666666,0.0,0.15000000000000002,public_pressure,0,0.7764456624360343,0.15884971042415544,0.2900502895758447,0.0047960165698568025,0.7764456624360344,0.000976562500000001,0.4008712337244138,0.3876871407721353,0.5305057420528483,2,8,6,True,quantum_frames_v1.0
864,影片描述,44歲女碩士近日於PTT發文詢問「陳菊走了？」遭警方以社會秩序維護法第63條認定散播謠言，迅速查出IP並約談說明，引發社會對言論自由與執法標準的熱議。警方澄清，訊息未經查證、對社會安寧有危害，依法處理...,1032,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
865,影片描述,美國總統川普宣布對等關稅政策，重創國際金融市場，台股大跌波及基層公務員。高雄市一名黃姓年輕警員疑因期貨操作失利，負債近千萬元，日前請假交槍並有意辭職。警方已將其列入「違紀傾向」，啟動輔導機制。此案引發...,1390,0.0,0.1737853339090477,0.9847835588179368,0.33,0.33,0.34,0.0,0.85,0.0,0.1,crisis_response,0,0.7069255506324951,0.1548118113429211,0.2940881886570791,0.006435152278975385,0.7069255506324952,0.000976562500000001,0.37306318900299806,0.3996026862659867,0.4949381063348318,2,8,6,True,quantum_frames_v1.0
